,Admission Date,Company Name,Ticker,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
644,30/12/1994,HARWORTH GROUP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,334.79
645,23/12/2014,INDIVIOR PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,333.61
646,25/10/2013,STOCK SPIRITS GROUP PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,328
647,23/10/2015,GCP ASSET BACKED INCOME FUND LIMITED,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,326.72
648,03/03/2014,AO WORLD PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,322.61
649,08/08/2017,TRIPLE POINT SOCIAL HOUSING REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,319.32
650,05/06/2019,AQUILA EUROPEAN RENEWABLES INCOME FUND PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,319.17
651,23/06/1997,BIOTECH GROWTH TRUST (THE) PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,319.15
652,10/02/2006,SOLGOLD PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,317.35
653,17/12/2012,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,314.05
654,18/05/2001,WINCANTON PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,313.85
655,23/07/2014,SPIRE HEALTHCARE GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,313.24
656,08/08/2017,STRIX GROUP PLC,,Industrials,Industrial Goods and Services,Isle of Man,Europe,AIM,No,313.12
657,02/12/1953,REACH PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,313.04
658,12/09/1997,JPMORGAN ASIA GROWTH & INCOME PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,310.47
659,23/06/2014,VOLUTION GROUP PLC,,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,310.06
660,21/10/1952,NORTH AMERICAN INCOME TRUST (THE) PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,309.48
661,06/09/1990,TR EUROPEAN GROWTH TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,308.17
662,06/01/2006,THORPE (F.W.) PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,307.11
663,21/08/2017,KOSMOS ENERGY LTD,,Energy,Energy,United States,North America,MAIN MARKET,Yes,306.66
664,09/05/2017,ADES INTERNATIONAL HOLDING PLC,,Energy,Energy,United Arab Emirates,Middle East,MAIN MARKET,Yes,306.43
665,16/11/2005,STHREE PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,304.16
666,20/12/2007,RANDALL & QUILTER INVESTMENT HOLDINGS LTD,,Financials,Insurance,Bermuda,North America,AIM,Yes,303.58
667,26/11/1987,SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,302.46
668,22/05/2014,URBAN&CIVIC PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,301.97
669,27/04/2007,TYMAN PLC,,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,301.81
670,11/12/2018,SDCL ENERGY EFFICIENCY INCOME TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,296.35
671,06/11/2018,MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,296.33
672,19/12/2014,MJ GLEESON PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,295.5
673,29/10/2001,RENEW HOLDINGS PLC,,Industrials,Construction and Materials,United Kingdom,Europe,AIM,No,295.37
674,11/03/2019,DWF GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,295.34
675,16/02/1947,SENIOR PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,294.64
676,19/04/2000,IOMART GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,294.35
677,29/07/2010,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,293.67
678,24/04/1963,JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,292.36
679,07/03/2017,IMPACT HEALTHCARE REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,291.84
680,18/12/1972,VITEC GROUP PLC (THE),,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,291.84
681,02/01/2007,TOTAL PRODUCE PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",Ireland,Europe,AIM,Yes,291.39
682,22/09/2015,ON THE BEACH GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,288.68
683,28/06/1985,HUNTING PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,288.65
684,24/03/1952,ABERDEEN DIVERSIFIED INCOME AND GROWTH TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,288.5
685,29/06/2018,KNIGHTS GROUP HOLDINGS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,287.19
686,14/09/2010,IENERGIZER LD,,Industrials,Industrial Goods and Services,Guernsey,Europe,AIM,No,285.2
687,01/04/1964,ELEMENTIS PLC,,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET,No,284.46
688,28/06/1972,BAILLIE GIFFORD EUROPEAN GROWTH TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,283.96
689,20/04/2011,NB GLOBAL FLOATING RATE INCOME FUND LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,282.59
690,23/12/2015,HONEYCOMB INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,279.37
691,29/05/2015,VOLTA FINANCE LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,278.55
692,30/09/2010,CENTRAL ASIA METALS PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,274.95
693,20/12/2005,ABERDEEN ASIAN INCOME FUND LTD,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,274.45
694,14/11/2014,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,273.71
695,17/07/2019,UNIPHAR PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",Ireland,Europe,AIM,Yes,271.79
696,20/09/2004,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,269.83
697,25/06/2013,CVC CREDIT PARTNERS EUROPEAN OPPORTUNITIES LIMITED,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,268.76
698,18/03/2019,EUROPEAN ASSETS TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,267.82
699,29/11/1974,BOOT (HENRY) PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,266.35
700,13/12/2005,REAL ESTATE CREDIT INVESTMENTS LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,266.03
701,15/06/2018,STENPROP LIMITED,,Real Estate,Real Estate,Guernsey,Europe,MAIN MARKET,No,265.97
702,30/06/1993,DEVRO PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,265.78
703,28/10/2002,M.P. EVANS GROUP PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,AIM,No,265.49
704,29/03/2011,DOTDIGITAL GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,265.12
705,24/11/1999,JPMORGAN ELECT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,265.02
706,19/01/2017,BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,,Financials,Banks,Ireland,Europe,MAIN MARKET,Yes,264.94
707,06/07/1988,HEADLAM GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,263.65
708,16/12/2013,VICTORIA PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,262.08
709,23/05/1947,MARSTON'S PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,261.48
710,15/06/2015,PHOENIX SPREE DEUTSCHLAND LIMITED,,Real Estate,Real Estate,Jersey,Europe,MAIN MARKET,No,261.19
711,28/04/2011,DIVERSE INCOME TRUST (THE) PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,261.02
712,24/05/2005,JUDGES SCIENTIFIC PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,260.77
713,29/01/1985,PACIFIC ASSETS TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,260.06
714,30/09/2014,KAPE TECHNOLOGIES PLC,,Technology,Technology,Isle of Man,Europe,AIM,No,259.28
715,18/10/1993,SPEEDY HIRE PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,258.61
716,06/04/1973,VP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,257.79
717,21/10/1981,MID-WYND INTERNATIONAL INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,257.45
718,22/05/2013,AB DYNAMICS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,256.68
719,03/11/2016,GOCO GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,256.32
720,19/10/1993,JPMORGAN CHINA GROWTH & INCOME PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,255.92
721,31/03/2005,NEXT FIFTEEN COMMUNICATIONS GROUP PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,255.8
722,09/12/1948,TT ELECTRONICS PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,251.84
723,27/06/2014,IMIMOBILE PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,250.56
724,13/05/2015,AMEDEO AIR FOUR PLUS LIMITED,,Industrials,Industrial Goods and Services,Guernsey,Europe,MAIN MARKET,No,250.48
725,27/09/2018,TRIAN INVESTORS 1 LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,250.42
726,31/07/2018,GRIT REAL ESTATE INCOME GROUP LIMITED,,Real Estate,Real Estate,Mauritius,Africa,MAIN MARKET,Yes,249.94
727,25/06/2014,FUNDSMITH EMERGING EQUITIES TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,249.35
728,25/03/2009,RAVEN PROPERTY GROUP LIMITED,,Real Estate,Real Estate,Guernsey,Europe,MAIN MARKET / ADMISSION TO TRADING ONLY,No,248.99
729,11/03/2015,DFS FURNITURE PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,248.91
730,23/06/1955,JPMORGAN EUROPEAN INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,248.66
731,28/12/2007,RDI REIT P.L.C.,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,247.59
732,29/10/1992,BMO CAPITAL & INCOME INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,245.56
733,28/04/2011,HENDERSON INTERNATIONAL INCOME TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,244.74
734,05/04/1966,LOWLAND INVESTMENT COMPANY PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,243.17
735,22/06/2011,GENEL ENERGY PLC,,Energy,Energy,Jersey,Europe,MAIN MARKET,No,242.68
736,19/10/1995,ABERDEEN STANDARD ASIA FOCUS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,242.09
737,11/12/2007,PURECIRCLE LIMITED,,Consumer Staples,"Food, Beverage and Tobacco",Bermuda,North America,MAIN MARKET,Yes,242
738,08/03/2017,OCEAN OUTDOOR LIMITED,,Consumer Discretionary,Media,British Virgin Islands,North America,MAIN MARKET,Yes,240.36
739,30/12/1999,LONDON SECURITY PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,239.1
740,21/12/2017,SUMO GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,238.28
741,29/11/1988,MITIE GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,237.86
742,15/06/2010,POLAR CAPITAL GLOBAL HEALTHCARE TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,237.69
743,16/11/2004,ABBEY PLC,,Consumer Discretionary,Consumer Products and Services,Ireland,Europe,AIM,Yes,237.41
744,18/07/1988,TROY INCOME & GROWTH TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,237.06
745,27/02/1995,"CANADIAN GENERAL INVESTMENTS, LD",,Financials,Financial Services,Canada,North America,MAIN MARKET,Yes,236.77
746,11/03/2005,BROOKS MACDONALD GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,236.24
747,05/06/2007,ORIGIN ENTERPRISES PLC,,Consumer Staples,"Food, Beverage and Tobacco",Ireland,Europe,AIM,Yes,234.62
748,13/07/1992,OCEAN WILSONS (HOLDINGS) LD,,Industrials,Industrial Goods and Services,Bermuda,North America,MAIN MARKET,Yes,233.4
749,05/04/2012,NMC HEALTH PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,232.98
750,11/12/2014,FOCUSRITE PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,232.45
751,20/02/1992,PORVAIR PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,232.14
752,10/05/1989,TREATT PLC,,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET,No,231.75
753,01/06/2012,WANDISCO PLC,,Technology,Technology,Jersey,Europe,AIM,No,231.56
754,26/05/2017,ALFA FINANCIAL SOFTWARE HOLDINGS PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,231.3
755,19/06/2015,APPLEGREEN PLC,,Consumer Discretionary,Retail,Ireland,Europe,AIM,Yes,229.28
756,06/05/1994,INTERNATIONAL BIOTECHNOLOGY TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,228.64
757,20/12/2002,JPMORGAN RUSSIAN SECURITIES PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,228.33
758,22/03/1999,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,227.27
759,03/09/2013,ABERDEEN NEW DAWN INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,226.67
760,10/03/1994,BAILLIE GIFFORD UK GROWTH FUND PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,225.78
761,17/11/1994,KENMARE RESOURCES PLC,,Basic Materials,Basic Resources,Ireland,Europe,MAIN MARKET,Yes,224.8
762,16/02/2017,XPS PENSIONS GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,224.3
763,21/09/2016,HOLLYWOOD BOWL GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,224.25
764,27/03/1996,NUMIS CORPORATION PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,223.18
765,13/07/2000,ROBERT WALTERS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,222.85
766,13/06/1996,FIDELITY ASIAN VALUES PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,222.84
767,13/04/2016,URBAN LOGISTICS REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,220.68
768,20/09/2017,WAREHOUSE REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,220.07
769,05/04/1962,RICARDO PLC,,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,218.43
770,04/05/1995,FBD HOLDINGS PLC,,Financials,Insurance,Ireland,Europe,MAIN MARKET,Yes,217.49
771,05/05/2015,PERMANENT TSB GROUP HOLDINGS PLC,,Financials,Banks,Ireland,Europe,MAIN MARKET,Yes,217.28
772,27/08/1996,"FULLER, SMITH & TURNER PLC",,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,217.03
773,13/11/2018,GRESHAM HOUSE ENERGY STORAGE FUND PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,215.53
774,15/12/2017,ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,213.86
775,12/12/1997,GOOCH & HOUSEGO PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,212.85
776,08/12/1971,HENDERSON EUROPEAN FOCUS TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,212.83
777,30/09/2003,IQE PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,212.31
778,10/11/2009,ABERDEEN EMERGING MARKETS INVESTMENT COMPANY LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,212.13
779,22/01/2001,LINDSELL TRAIN INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,212
780,29/06/1970,ZCCM INVESTMENTS HOLDINGS PLC,,Basic Materials,Basic Resources,Zambia,Africa,MAIN MARKET,Yes,211.94
781,04/02/2014,HURRICANE ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,211.54
782,22/03/1999,BMO PRIVATE EQUITY TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,211.47
783,13/12/2005,SERICA ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,210.64
784,20/11/2017,"BOKU, INC.",,Industrials,Industrial Goods and Services,United States,North America,AIM,Yes,209.27
785,14/07/2014,SQN ASSET FINANCE INCOME FUND LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,209.12
786,06/07/1992,HENDERSON EUROTRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,208.47
787,17/01/1969,RESTAURANT GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,206.43
788,30/12/1996,ANGLO PACIFIC GROUP PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,205.06
789,23/07/2004,PREMIER FOODS PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,204.84
790,24/12/2001,ANDREWS SYKES GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,204.55
791,07/04/2017,ALPHA FX GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,204.18
792,17/11/2015,FARON PHARMACEUTICALS OY,,Health Care,Health Care,Finland,Europe,AIM,Yes,203.47
793,23/07/2014,BLACKSTONE / GSO LOAN FINANCING LIMITED,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,201.82
794,16/07/2004,SCHRODER REAL ESTATE INVESTMENT TRUST LIMITED,,Real Estate,Real Estate,Guernsey,Europe,MAIN MARKET,No,201.44
795,17/12/2010,BLACKROCK FRONTIERS INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,201.2
796,29/03/1995,SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,200.15
797,01/07/2013,POLAR CAPITAL GLOBAL FINANCIALS TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,198.38
798,12/07/1999,BATM ADVANCED COMMUNICATIONS LD,,Telecommunications,Telecommunications,Israel,Middle East,MAIN MARKET,Yes,198.13
799,12/07/2017,SHERBORNE INVESTORS (GUERNSEY) C LIMITED,,,,Guernsey,Europe,MAIN MARKET,No,197.4
800,02/05/1984,APTITUDE SOFTWARE GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,197.33
801,15/07/2014,ERGOMED PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,196.48
802,12/04/2000,JPMORGAN JAPAN SMALLER CO TST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,196.48
803,06/10/1961,S & U PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,196.26
804,02/10/1996,EURASIA MINING PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,196.18
805,02/10/2007,PHOENIX GLOBAL RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,194.93
806,09/11/2015,THE GYM GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,194.71
807,18/10/2000,INDEPENDENT INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,194.11
808,21/04/2015,SCHRODER UK PUBLIC PRIVATE TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,193.99
809,09/03/2015,EUROCELL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,193.65
810,08/06/1995,SEVERFIELD PLC,,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,192.73
811,31/03/1994,ABERDEEN NEW INDIA INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,192.6
812,26/06/1972,JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,192.05
813,28/09/2018,FUNDING CIRCLE HOLDINGS PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,191.65
814,29/04/2014,BIOVENTIX PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,191.49
815,29/05/2014,SAGA PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,190.29
816,11/07/1994,SCHRODER JAPAN GROWTH FUND PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,190.01
817,19/09/2014,CAMELLIA PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,AIM,No,189.89
818,11/10/2013,ARROW GLOBAL GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,189.69
819,28/07/2008,BOUSSARD & GAVAUDAN HOLDING LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,188.68
820,01/06/2005,TRISTEL PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,188.61
821,11/02/1952,WITAN PACIFIC INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,188.17
822,31/10/2006,PROTON MOTOR POWER SYSTEMS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,188.05
823,29/02/1988,RENEWI PLC,,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET,No,187.63
824,08/12/1997,MANCHESTER & LONDON INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,186.91
825,08/03/2006,COHORT PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,185.95
